rank,journal_title,total_cites,impact_factor,eigen_factor
422,Journal of the International AIDS Society,"2,080",6.256,0.01136
423,Redox Biology,"1,507",6.235,0.00539
424,CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"5,984",6.234,0.00918
424,CURRENT OPINION IN MICROBIOLOGY,"8,257",6.234,0.02093
426,ACADEMY OF MANAGEMENT JOURNAL,"25,339",6.233,0.02792
427,GASTROINTESTINAL ENDOSCOPY,"21,830",6.217,0.03353
428,Polymer Reviews,"1,479",6.216,0.00237
429,DIABETOLOGIA,"27,066",6.206,0.05332
430,CARBON,"52,895",6.198,0.0802
430,DIABETES OBESITY & METABOLISM,"6,909",6.198,0.02245
432,JOURNAL OF ECOLOGY,"16,192",6.18,0.02727
433,PLANT CELL AND ENVIRONMENT,"18,106",6.169,0.02365
434,EUROPEAN JOURNAL OF CANCER,"25,368",6.163,0.05365
435,NEW ASTRONOMY REVIEWS,922,6.154,0.002
436,Global Change Biology Bioenergy,"2,053",6.151,0.00677
437,Advances in Experimental Social Psychology,"3,880",6.15,0.00343
438,Soft Robotics,150,6.13,0.00128
439,ACTA PSYCHIATRICA SCANDINAVICA,"12,243",6.128,0.01222
439,ACTA PSYCHIATRICA SCANDINAVICA,"12,243",6.128,0.01222
441,Reviews in Mineralogy & Geochemistry,"4,306",6.12,0.00573
442,Mucosal Immunology,"3,672",6.103,0.01673
443,INTERNATIONAL REVIEWS IN PHYSICAL CHEMISTRY,"1,672",6.094,0.00224
444,PLANT BIOTECHNOLOGY JOURNAL,"4,740",6.09,0.01088
445,International Journal of Neural Systems,"1,235",6.085,0.00247
446,IEEE TRANSACTIONS ON PATTERN ANALYSIS AND MACHINE INTELLIGENCE,"31,757",6.077,0.06131
447,ACS Synthetic Biology,"1,508",6.076,0.00702
448,EPIDEMIOLOGY,"10,988",6.075,0.02447
448,EPIDEMIOLOGY,"10,988",6.075,0.02447
450,NEUROPSYCHOLOGY REVIEW,"2,314",6.061,0.00478
450,NEUROPSYCHOLOGY REVIEW,"2,314",6.061,0.00478
452,MRS BULLETIN,"6,620",6.06,0.0166
453,DEVELOPMENT,"52,227",6.059,0.09865
454,CEPHALALGIA,"7,906",6.052,0.0118
455,JOURNAL OF MANAGEMENT,"12,419",6.051,0.0215
456,JOURNAL OF HIGH ENERGY PHYSICS,"71,007",6.023,0.17203
457,MOVEMENT DISORDERS,"19,896",6.01,0.04002
458,Arthritis & Rheumatology,"2,586",6.009,0.00976
459,Acta Biomaterialia,"20,966",6.008,0.05394
459,BASIC RESEARCH IN CARDIOLOGY,"3,851",6.008,0.01056
461,Advanced Science,255,6,0.00021
462,GLIA,"11,548",5.997,0.02057
463,CANCER LETTERS,"23,851",5.992,0.03771
464,WATER RESEARCH,"61,285",5.991,0.0782
465,HUMAN MOLECULAR GENETICS,"37,772",5.985,0.09561
466,Eurosurveillance,"6,729",5.983,0.02628
467,ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,"32,993",5.969,0.05719
468,Nature Reviews Urology,"1,844",5.957,0.00834
469,BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,"2,488",5.952,0.00197
470,SURFACE SCIENCE REPORTS,"4,266",5.95,0.00388
471,MOLECULAR ECOLOGY,"33,290",5.947,0.06441
472,CHEST,"44,914",5.94,0.07123
473,ENVIRONMENTAL MICROBIOLOGY,"17,757",5.932,0.04101
474,ENVIRONMENT INTERNATIONAL,"13,997",5.929,0.02387
475,JOURNAL OF NEUROSCIENCE,"172,201",5.924,0.35339
476,MAYO CLINIC PROCEEDINGS,"10,745",5.92,0.02125
477,MOLECULAR & CELLULAR PROTEOMICS,"16,551",5.912,0.05272
478,ASTROPHYSICAL JOURNAL,"202,826",5.909,0.42708
479,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION,"7,999",5.908,0.0091
480,STEM CELLS,"20,716",5.902,0.0406
481,Environmental Science-Nano,351,5.896,0.001
482,Molecular Cancer,"8,038",5.888,0.02205
483,ANALYTICAL CHEMISTRY,"113,519",5.886,0.15915
484,REMOTE SENSING OF ENVIRONMENT,"36,252",5.881,0.04499
485,BRAIN BEHAVIOR AND IMMUNITY,"9,464",5.874,0.02405
486,JOURNAL OF NUCLEAR MEDICINE,"22,728",5.849,0.03866
487,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"34,017",5.847,0.07899
488,GLOBAL ECOLOGY AND BIOGEOGRAPHY,"7,915",5.84,0.02342
489,ALTEX-Alternatives to Animal Experimentation,964,5.824,0.00189
489,SEPARATION AND PURIFICATION REVIEWS,444,5.824,0.00065
491,Brain Structure & Function,"3,534",5.811,0.01508
492,STROKE,"57,427",5.787,0.09766
493,CURRENT OPINION IN GENETICS & DEVELOPMENT,"7,617",5.784,0.02198
493,FREE RADICAL BIOLOGY AND MEDICINE,"35,011",5.784,0.04786
495,CHEMISTRY & BIOLOGY,"11,614",5.774,0.02822
496,CHEMISTRY-A EUROPEAN JOURNAL,"85,791",5.771,0.19837
497,ACS Macro Letters,"5,075",5.766,0.0203
497,BIOINFORMATICS,"72,448",5.766,0.1851
499,AGING CELL,"6,101",5.76,0.0209
499,Advanced Healthcare Materials,"3,173",5.76,0.01135
501,Lancet Psychiatry,459,5.756,0.0015
501,Lancet Psychiatry,459,5.756,0.0015
503,JOURNAL OF CARDIOVASCULAR MAGNETIC RESONANCE,"3,592",5.752,0.01202
504,APPLIED ENERGY,"30,986",5.746,0.07663
505,Circulation-Cardiovascular Imaging,"3,562",5.744,0.01867
506,PERSOONIA,"1,003",5.725,0.0026
507,EXPERT REVIEWS IN MOLECULAR MEDICINE,"1,638",5.71,0.00368
508,Circulation-Cardiovascular Interventions,"3,183",5.706,0.01747
509,Genome Medicine,"2,048",5.7,0.01101
510,Frontiers in Immunology,"8,542",5.695,0.04046
511,CELLULAR AND MOLECULAR LIFE SCIENCES,"20,290",5.694,0.04403
512,HEART,"15,254",5.693,0.03761
513,CONTACT DERMATITIS,"5,514",5.692,0.00552
514,EDUCATIONAL PSYCHOLOGIST,"3,402",5.688,0.00401
515,Polymer Chemistry,"14,308",5.687,0.04193
516,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"9,357",5.679,0.02534
516,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"9,357",5.679,0.02534
518,JOURNAL OF EXPERIMENTAL BOTANY,"35,498",5.677,0.05676
519,Nanomedicine-Nanotechnology Biology and Medicine,"6,594",5.671,0.01543
520,AMERICAN JOURNAL OF TRANSPLANTATION,"18,568",5.669,0.04918
521,SEMINARS IN LIVER DISEASE,"3,787",5.667,0.00766
522,JAMA Surgery,"1,938",5.661,0.01251
523,OBSTETRICS AND GYNECOLOGY,"28,520",5.656,0.05241
524,JOURNAL OF MEDICAL GENETICS,"11,468",5.65,0.02398
525,CANCER,"62,200",5.649,0.08863
526,ENDOSCOPY,"9,964",5.634,0.01805
526,JOURNAL OF COSMOLOGY AND ASTROPARTICLE PHYSICS,"18,922",5.634,0.06081
528,PROCEEDINGS OF THE IEEE,"21,036",5.629,0.03984
529,DRUG DISCOVERY TODAY,"10,783",5.625,0.02018
530,INTERNATIONAL JOURNAL OF PLASTICITY,"8,723",5.623,0.01752
531,JOURNAL OF BONE AND MINERAL RESEARCH,"23,684",5.622,0.04171
532,JOURNAL OF THE AMERICAN ACADEMY OF DERMATOLOGY,"21,849",5.621,0.03386
533,Earths Future,304,5.62,0.00279
534,BRITISH JOURNAL OF ANAESTHESIA,"16,065",5.616,0.02667
535,Epilepsy Currents,571,5.615,0.00154
536,AMERICAN JOURNAL OF MEDICINE,"22,561",5.61,0.02696
537,BRITISH JOURNAL OF SURGERY,"21,016",5.596,0.03723
538,NUTRITION REVIEWS,"6,445",5.591,0.01084
539,JOURNAL OF MEDICINAL CHEMISTRY,"64,326",5.589,0.08805
540,CLINICAL AND EXPERIMENTAL ALLERGY,"10,350",5.587,0.01587
541,LAB ON A CHIP,"23,910",5.586,0.05611
542,BIOMACROMOLECULES,"32,282",5.583,0.05257
543,MOLECULAR CANCER THERAPEUTICS,"17,626",5.579,0.03923
543,SPORTS MEDICINE,"9,630",5.579,0.01335
545,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,"2,690",5.57,0.00551
545,JOURNAL OF PSYCHIATRY & NEUROSCIENCE,"2,690",5.57,0.00551
547,BRITISH JOURNAL OF CANCER,"43,597",5.569,0.07955
548,JOURNAL OF THROMBOSIS AND HAEMOSTASIS,"15,844",5.565,0.04189
549,JOURNAL OF MEMBRANE SCIENCE,"50,458",5.557,0.06131
549,PAIN,"32,930",5.557,0.04578
551,CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,"1,027",5.556,0.00149
552,MACROMOLECULES,"100,687",5.554,0.10802
553,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,"1,473",5.552,0.00254
554,CURRENT DIRECTIONS IN PSYCHOLOGICAL SCIENCE,"7,845",5.545,0.01764
555,JOURNAL OF ABNORMAL PSYCHOLOGY,"14,875",5.538,0.01707
555,QUARTERLY JOURNAL OF ECONOMICS,"19,063",5.538,0.05269
555,Translational Psychiatry,"2,862",5.538,0.01376
558,EUROPEAN JOURNAL OF NUCLEAR MEDICINE AND MOLECULAR IMAGING,"11,996",5.537,0.02602
559,INTERNATIONAL JOURNAL OF CANCER,"48,130",5.531,0.0818
559,JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,"72,547",5.531,0.1158
561,CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,"7,099",5.492,0.00904
562,PSYCHOLOGICAL MEDICINE,"20,304",5.491,0.03656
562,PSYCHOLOGICAL MEDICINE,"20,304",5.491,0.03656
564,Astrophysical Journal Letters,"46,151",5.487,0.13943
565,MODERN PATHOLOGY,"11,971",5.485,0.02629
566,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,"13,696",5.476,0.02165
566,JOURNALS OF GERONTOLOGY SERIES A-BIOLOGICAL SCIENCES AND MEDICAL SCIENCES,"13,696",5.476,0.02165
566,PSYCHOLOGICAL SCIENCE,"24,376",5.476,0.06569
569,PLANT JOURNAL,"38,050",5.468,0.05483
570,CARDIOVASCULAR RESEARCH,"21,734",5.465,0.03464
571,NEUROIMAGE,"79,475",5.463,0.18031
572,AMERICAN PSYCHOLOGIST,"19,264",5.454,0.01193
573,Expert Opinion on Drug Delivery,"4,762",5.434,0.00997
574,Journal of Allergy and Clinical Immunology-In Practice,"1,062",5.429,0.00446
575,CRITICAL REVIEWS IN TOXICOLOGY,"3,529",5.422,0.00506
576,Virulence,"1,822",5.418,0.00824
577,Advances In Atomic Molecular and Optical Physics,778,5.417,0.00141
578,RESUSCITATION,"13,081",5.414,0.03012
579,JOURNAL OF CLINICAL PSYCHIATRY,"18,062",5.408,0.02307
579,JOURNAL OF CLINICAL PSYCHIATRY,"18,062",5.408,0.02307
581,ACS Photonics,"1,364",5.404,0.00609
582,BRITISH JOURNAL OF HAEMATOLOGY,"22,562",5.401,0.04292
583,MOLECULAR NEUROBIOLOGY,"5,142",5.397,0.01336
584,ENVIRONMENTAL SCIENCE & TECHNOLOGY,"127,061",5.393,0.20277
585,MIS QUARTERLY,"11,320",5.384,0.01137
585,MIS QUARTERLY,"11,320",5.384,0.01137
587,Cell Death & Disease,"8,527",5.378,0.03581
588,Biochimica et Biophysica Acta-Gene Regulatory Mechanisms,"5,997",5.373,0.02006
589,CRITICAL REVIEWS IN THERAPEUTIC DRUG CARRIER SYSTEMS,"1,178",5.367,0.0007
589,Molecular Oncology,"3,036",5.367,0.01033
591,Molecular Metabolism,836,5.363,0.00446
592,ECOGRAPHY,"8,258",5.355,0.0192
593,INTERNATIONAL JOURNAL OF OBESITY,"20,220",5.337,0.03321
594,CURRENT OPINION IN LIPIDOLOGY,"3,953",5.336,0.00817
595,Reviews of Physiology Biochemistry and Pharmacology,738,5.333,0.00055
596,ADMINISTRATIVE SCIENCE QUARTERLY,"13,725",5.316,0.00782
596,CANCER AND METASTASIS REVIEWS,"5,420",5.316,0.00814
598,CLINICAL REVIEWS IN ALLERGY & IMMUNOLOGY,"2,031",5.313,0.00491
598,Current Opinion in Virology,"2,264",5.313,0.01334
600,CHEMICAL ENGINEERING JOURNAL,"45,630",5.31,0.09079
601,Economic Systems Research,905,5.306,0.00225
602,IEEE Industrial Electronics Magazine,518,5.303,0.00265
603,Journal of Chemical Theory and Computation,"20,778",5.301,0.0635
604,FASEB JOURNAL,"41,645",5.299,0.06404
605,Molecular Ecology Resources,"7,420",5.298,0.02458
606,BULLETIN OF THE WORLD HEALTH ORGANIZATION,"13,261",5.296,0.02014
607,COMPUTER-AIDED CIVIL AND INFRASTRUCTURE ENGINEERING,"1,935",5.288,0.00367
608,Catalysis Science & Technology,"8,223",5.287,0.02371
609,ACS Sustainable Chemistry & Engineering,"3,261",5.267,0.00856
609,DNA RESEARCH,"2,601",5.267,0.00454
611,ANESTHESIOLOGY,"24,371",5.264,0.03357
612,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,"2,882",5.261,0.00382
613,BRITISH JOURNAL OF PHARMACOLOGY,"30,418",5.259,0.04527
614,BRAIN PATHOLOGY,"4,403",5.256,0.0088
615,THROMBOSIS AND HAEMOSTASIS,"16,829",5.255,0.0314
616,ACM COMPUTING SURVEYS,"4,150",5.243,0.00826
617,STRUCTURE,"13,559",5.237,0.04312
618,REVIEW OF EDUCATIONAL RESEARCH,"5,236",5.235,0.00486
619,HEALTH AFFAIRS,"12,859",5.23,0.05791
619,HEALTH AFFAIRS,"12,859",5.23,0.05791
621,Scientific Reports,"46,918",5.228,0.20942
622,Physics of the Dark Universe,382,5.222,0.00249
623,Frontiers in Cellular and Infection Microbiology,"2,187",5.218,0.01046
623,JOURNAL OF MEMORY AND LANGUAGE,"7,601",5.218,0.00978
623,JOURNAL OF MEMORY AND LANGUAGE,"7,601",5.218,0.00978
626,Annual Review of Chemical and Biomolecular Engineering,954,5.211,0.00463
626,BREAST CANCER RESEARCH,"9,664",5.211,0.02713
628,FUNCTIONAL ECOLOGY,"12,037",5.21,0.02206
629,Optica,676,5.205,0.00307
630,JOURNAL OF MOLECULAR DIAGNOSTICS,"3,042",5.201,0.00886
631,Alzheimers Research & Therapy,"1,164",5.197,0.00538
632,JOURNAL OF APPLIED ECOLOGY,"15,208",5.196,0.02613
632,PEDIATRICS,"67,178",5.196,0.12638
634,Cellular & Molecular Immunology,"2,228",5.193,0.0065
635,Advanced Optical Materials,"1,771",5.188,0.00706
636,ASTRONOMY & ASTROPHYSICS,"107,162",5.185,0.24077
637,SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,"6,674",5.181,0.02216
638,Annual Review of Environment and Resources,"2,539",5.167,0.00533
638,Annual Review of Environment and Resources,"2,539",5.167,0.00533
640,EXPERIMENTAL AND MOLECULAR MEDICINE,"2,629",5.164,0.00556
641,JOURNAL OF BONE AND JOINT SURGERY-AMERICAN VOLUME,"38,618",5.163,0.05105
642,PROGRESS IN HUMAN GEOGRAPHY,"4,360",5.162,0.01006
643,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,"9,295",5.158,0.02539
644,CORROSION SCIENCE,"29,458",5.154,0.03384
644,Frontiers in Molecular Neuroscience,"1,592",5.154,0.00785
646,NEUROBIOLOGY OF AGING,"19,205",5.153,0.04583
647,TRENDS IN FOOD SCIENCE & TECHNOLOGY,"8,522",5.15,0.00879
648,HUMAN GENETICS,"8,823",5.138,0.01779
649,EUROPEAN JOURNAL OF HEART FAILURE,"7,971",5.135,0.02249
650,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,"11,947",5.128,0.03376
651,IEEE COMMUNICATIONS MAGAZINE,"9,568",5.125,0.04043
651,WILDLIFE MONOGRAPHS,745,5.125,0.00051
653,Journal of the American Heart Association,"3,580",5.117,0.02001
654,ATMOSPHERIC CHEMISTRY AND PHYSICS,"34,330",5.114,0.09839
655,CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,"3,241",5.111,0.00588
656,JOURNAL OF FINANCE,"24,013",5.105,0.05308
657,Social Cognitive and Affective Neuroscience,"4,695",5.101,0.0184
657,Social Cognitive and Affective Neuroscience,"4,695",5.101,0.0184
659,JAMA Dermatology,"1,524",5.097,0.00759
660,BIOCHEMICAL PHARMACOLOGY,"27,031",5.091,0.03512
661,ACS Chemical Biology,"7,546",5.09,0.03392
662,HUMAN MUTATION,"12,008",5.089,0.03399
663,REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,"1,509",5.088,0.00357
664,ANNALS OF FAMILY MEDICINE,"3,879",5.087,0.01167
665,BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS,"11,633",5.083,0.02569
666,BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,"3,317",5.07,0.00771
667,Journal of Materials Chemistry C,"12,788",5.066,0.03679
668,JOURNAL OF HYPERTENSION,"15,665",5.062,0.02766
669,ACTA MATERIALIA,"48,615",5.058,0.09178
670,Molecular Therapy-Nucleic Acids,"1,057",5.048,0.00483
671,Journal of Thoracic Oncology,"10,099",5.04,0.03502
672,CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,"5,457",5.039,0.01085
673,AMERICAN JOURNAL OF EPIDEMIOLOGY,"35,170",5.036,0.05118
674,Oncogenesis,586,5.021,0.00294
675,JOURNAL OF ECONOMIC PERSPECTIVES,"8,096",5.012,0.02341
676,ANNALS OF EMERGENCY MEDICINE,"11,152",5.008,0.01866
676,Oncotarget,"10,452",5.008,0.031
678,DEPRESSION AND ANXIETY,"6,362",5.004,0.01744
678,DEPRESSION AND ANXIETY,"6,362",5.004,0.01744
680,AMERICAN JOURNAL OF HEMATOLOGY,"7,830",5,0.0189
680,CONTEMPORARY PHYSICS,"1,196",5,0.00182
680,PSYCHOLOGICAL METHODS,"8,435",5,0.01398
680,QUARTERLY REVIEW OF BIOLOGY,"3,473",5,0.00273
684,BMJ Quality & Safety,"2,572",4.996,0.01404
684,BMJ Quality & Safety,"2,572",4.996,0.01404
684,CLINICAL SCIENCE,"9,009",4.996,0.01246
687,Forensic Science International-Genetics,"3,424",4.988,0.00568
688,JOURNAL OF IMMUNOLOGY,"127,089",4.985,0.2048
689,INTEGRATED COMPUTER-AIDED ENGINEERING,533,4.981,0.00124
690,ADDICTION,"16,558",4.972,0.03136
690,ADDICTION,"16,558",4.972,0.03136
692,HUMAN BRAIN MAPPING,"17,184",4.962,0.04047
693,Molecular Autism,847,4.961,0.00452
694,JOURNAL OF CLEANER PRODUCTION,"19,373",4.959,0.02793
695,IEEE TRANSACTIONS ON POWER ELECTRONICS,"20,855",4.953,0.04731
696,CLADISTICS,"3,562",4.952,0.00434
696,MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY,"120,400",4.952,0.30357
698,AMERICAN JOURNAL OF SURGICAL PATHOLOGY,"18,591",4.951,0.02623
699,CRITICAL CARE,"16,428",4.95,0.04549
700,PERIODONTOLOGY 2000,"3,376",4.949,0.00442
701,STANFORD LAW REVIEW,"3,033",4.944,0.00381
702,IEEE Transactions on Cybernetics,"2,246",4.943,0.01017
703,Crime and Justice-A Review of Research,"1,173",4.941,0.00102
704,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,"9,305",4.938,0.02002
705,NEUROPHARMACOLOGY,"17,341",4.936,0.03944
706,JOURNAL OF CEREBRAL BLOOD FLOW AND METABOLISM,"16,233",4.929,0.03045
707,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,"25,252",4.919,0.05392
708,BIORESOURCE TECHNOLOGY,"77,360",4.917,0.13375
709,EUROPEAN PHYSICAL JOURNAL C,"14,691",4.912,0.0478
710,CNS DRUGS,"3,755",4.91,0.00806
711,ANTIVIRAL RESEARCH,"6,984",4.909,0.01818
712,Cryosphere,"3,126",4.906,0.01896
712,Journal of Clinical Lipidology,"1,521",4.906,0.0056
714,COMPREHENSIVE REVIEWS IN FOOD SCIENCE AND FOOD SAFETY,"2,321",4.903,0.00496
715,Lancet Haematology,150,4.889,0.00031
715,Nanomedicine,"5,376",4.889,0.0134
717,INVESTIGATIVE RADIOLOGY,"6,024",4.887,0.01196
718,DRUGS,"9,141",4.883,0.01374
719,BIPOLAR DISORDERS,"5,191",4.882,0.00954
720,CARCINOGENESIS,"21,823",4.874,0.03383
720,JOURNAL OF MOLECULAR AND CELLULAR CARDIOLOGY,"12,870",4.874,0.02803
722,Epigenetics & Chromatin,736,4.873,0.00451
723,Journal of Materials Chemistry B,"8,585",4.872,0.02307
724,Cold Spring Harbor Perspectives in Medicine,"3,307",4.866,0.02018
725,BIOCHIMICA ET BIOPHYSICA ACTA-BIOENERGETICS,"10,533",4.864,0.0242
726,NEUROBIOLOGY OF DISEASE,"13,718",4.856,0.03393
727,JOURNAL OF MOLECULAR MEDICINE-JMM,"6,229",4.855,0.01238
728,IEEE Transactions on Neural Networks and Learning Systems,"12,919",4.854,0.02248
728,INTERNATIONAL JOURNAL OF MANAGEMENT REVIEWS,"1,890",4.854,0.00388
730,JOURNAL OF CLIMATE,"38,821",4.85,0.08871
731,CANCER IMMUNOLOGY IMMUNOTHERAPY,"6,470",4.846,0.01456
732,DRUG DELIVERY,"1,702",4.843,0.00265
733,ENVIRONMENTAL POLLUTION,"29,301",4.839,0.04393
733,Environmental Science & Technology Letters,493,4.839,0.00237
735,JOURNAL OF HAZARDOUS MATERIALS,"69,992",4.836,0.09731
736,MICROCHIMICA ACTA,"6,764",4.831,0.00922
737,Advances in Parasitology,"1,761",4.829,0.00279
737,CLINICAL PHARMACOKINETICS,"6,640",4.829,0.00811
739,JOURNAL OF ANIMAL ECOLOGY,"14,050",4.827,0.02168
740,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,"41,127",4.823,0.09362
741,Open Biology,"1,098",4.822,0.0075
742,INORGANIC CHEMISTRY,"94,152",4.82,0.11551
743,RADIOTHERAPY AND ONCOLOGY,"14,095",4.817,0.03303
744,PHARMACOLOGICAL RESEARCH,"6,725",4.816,0.01103
745,CRITICAL REVIEWS IN PLANT SCIENCES,"2,790",4.81,0.00293
746,ELECTROCHIMICA ACTA,"76,922",4.803,0.11174
747,ENERGY CONVERSION AND MANAGEMENT,"25,161",4.801,0.03367
748,DEVELOPMENTAL REVIEW,"2,217",4.8,0.00323
749,EXPERT OPINION ON THERAPEUTIC TARGETS,"3,836",4.798,0.00986
750,Journal of Stroke,244,4.795,0.00098
751,Brain Stimulation,"2,918",4.793,0.00904
751,SLEEP,"16,906",4.793,0.02611
753,ONCOLOGIST,"8,960",4.789,0.02335
754,PHYSICS LETTERS B,"59,456",4.787,0.09563
755,JOURNAL OF ORGANIC CHEMISTRY,"103,378",4.785,0.10271
756,Applied Mechanics Reviews,"2,862",4.784,0.00219
757,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,"7,572",4.779,0.01842
758,CRIMINOLOGY,"4,878",4.778,0.00636
759,JOURNAL OF INFORMATION TECHNOLOGY,"1,695",4.775,0.00268
759,JOURNAL OF INFORMATION TECHNOLOGY,"1,695",4.775,0.00268
761,Epigenetics,"4,496",4.774,0.01796
762,CURRENT OPINION IN PHARMACOLOGY,"5,792",4.769,0.01269
762,Reviews in Aquaculture,455,4.769,0.00148
764,Journal of CO2 Utilization,394,4.764,0.0012
765,SENSORS AND ACTUATORS B-CHEMICAL,"47,812",4.758,0.06493
766,Advances in Cancer Research,"2,001",4.754,0.00338
767,PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,758,4.75,0.00042
768,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,"59,445",4.736,0.04056
769,ECOLOGY,"55,531",4.733,0.05538
770,SOLAR ENERGY MATERIALS AND SOLAR CELLS,"25,597",4.732,0.04281
771,JOURNAL OF PHYSIOLOGY-LONDON,"47,457",4.731,0.05323
772,Emotion Review,"1,245",4.73,0.00651
773,ORGANIZATIONAL RESEARCH METHODS,"3,508",4.727,0.00742
774,BIOESSAYS,"8,919",4.725,0.01802
775,ChemCatChem,"8,880",4.724,0.02859
776,MOLECULAR CARCINOGENESIS,"4,340",4.722,0.0076
777,AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY,"12,944",4.721,0.01669
778,JOURNAL OF CONSULTING AND CLINICAL PSYCHOLOGY,"21,775",4.713,0.01898
779,ANALYTICA CHIMICA ACTA,"44,430",4.712,0.05106
780,Wiley Interdisciplinary Reviews-Developmental Biology,622,4.711,0.00317
781,Journal of Tissue Engineering and Regenerative Medicine,"2,862",4.71,0.00729
782,CLIMATE DYNAMICS,"13,642",4.708,0.05112
782,IEEE Transactions on Industrial Informatics,"3,779",4.708,0.01639
784,EPILEPSIA,"22,884",4.706,0.04116
784,JOURNAL OF CELL SCIENCE,"41,574",4.706,0.08362
786,PSYCHONEUROENDOCRINOLOGY,"13,117",4.704,0.0277
787,JOURNAL OF CLINICAL EPIDEMIOLOGY,"20,734",4.703,0.03239
787,PROCEEDINGS OF THE NUTRITION SOCIETY,"4,754",4.703,0.00618
789,Biofabrication,"1,216",4.702,0.00382
790,JOURNAL OF UROLOGY,"46,087",4.7,0.06075
791,Algal Research-Biomass Biofuels and Bioproducts,"1,012",4.694,0.00337
792,DIABETES & METABOLISM,"3,255",4.693,0.00585
792,Organic Chemistry Frontiers,"1,115",4.693,0.0036
794,AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY,"35,156",4.681,0.04923
795,Current Topics in Developmental Biology,"2,514",4.677,0.00784
796,Neurotherapeutics,"2,820",4.676,0.0087
797,Multiple Sclerosis Journal,"8,850",4.671,0.02117
798,JOURNAL OF NUTRITIONAL BIOCHEMISTRY,"7,814",4.668,0.01477
799,Journal of Neuroinflammation,"6,293",4.667,0.02053
800,Current Opinion in Environmental Sustainability,"2,113",4.658,0.00983
801,Clinical Journal of the American Society of Nephrology,"11,902",4.657,0.03987
801,EXPERIMENTAL NEUROLOGY,"18,603",4.657,0.02908
803,CELLULAR PHYSIOLOGY AND BIOCHEMISTRY,"6,152",4.652,0.01226
804,GENETICS,"40,796",4.644,0.05312
805,INTERNATIONAL JOURNAL OF CARDIOLOGY,"20,926",4.638,0.05732
805,MACROMOLECULAR RAPID COMMUNICATIONS,"13,139",4.638,0.02189
807,PROGRESS IN CARDIOVASCULAR DISEASES,"2,769",4.635,0.00646
808,STATISTICAL METHODS IN MEDICAL RESEARCH,"2,703",4.634,0.00741
809,ENVIRONMENTAL REVIEWS,"1,225",4.63,0.00297
810,EXPERT OPINION ON THERAPEUTIC PATENTS,"2,456",4.626,0.00673
811,HUMAN REPRODUCTION,"27,872",4.621,0.04139
812,APPLIED SPECTROSCOPY REVIEWS,"1,341",4.617,0.00183
812,ASTRONOMICAL JOURNAL,"34,055",4.617,0.06307
814,CURRENT OPINION IN ONCOLOGY,"2,912",4.614,0.00783
815,Frontiers in Cellular Neuroscience,"3,841",4.609,0.01631
816,JOURNAL OF VIROLOGY,"94,014",4.606,0.14839
817,JOURNAL OF DENTAL RESEARCH,"16,401",4.602,0.02331
818,Advances in Geophysics,440,4.6,0.00029
819,REVISTA ESPANOLA DE CARDIOLOGIA,"2,758",4.596,0.00489
820,Chemistry-An Asian Journal,"10,448",4.592,0.0285
821,Earth System Dynamics,365,4.589,0.0025
822,PLoS Computational Biology,"18,434",4.587,0.08546
823,Elements,"2,099",4.585,0.00612
